run_id,checkpoint_type,checkpoint_path,checkpoint_sha,model_arch,dataset,resolution,sampler,nfe,step_mult,base_step_size,step_size,nag_mu,num_samples,batch_size,seed_schedule_id,label_schedule_id,init_noise_schedule_id,ema_enabled,cfg_scale,vae_id,reference_stats_path,fid,fid_ci_low,fid_ci_high,kid_mean,kid_std,kid_ci_low,kid_ci_high,sfid,inception_score_mean,inception_score_std,wall_clock_sec,images_per_sec,nfe_field,nfe_raw_forward,nan_count,divergence_count,clip_fraction,mean_init_latent_norm,mean_final_latent_norm,std_final_latent_norm,mean_first_grad_norm,mean_final_grad_norm,feature_path,sample_path,num_gpus,precision,git_commit,timestamp,notes
anm_ngd_nfe10_step1.0,anm,/n/home03/mkrasnow/research-repo/projects/diff-EqM/results/imagenet1k_80ep_v10_seed0/000-EqM-B-2-Linear-velocity-None-dganm/checkpoints/final.pt,a4850fc123922114,EqM-B/2,imagenet1k,256,ngd,10,1.0,0.003,0.003,0.3,5000,64,seed123_n5056,balanced_c1000_seed123_n5056,randn_seed123_n5056,True,1.0,sd-vae-ft-ema,/n/netscratch/ydu_lab/Lab/mkrasnow/exp1_run_5k_merged/eval_inputs/ref_stats.npz,358.24236726808,358.837849178676,361.64798980011335,0.4153226931257262,0.0025930149469193167,0.40992944110679447,0.41986840499514916,,,,213.7,23.659,9,9,0,0,0.19497111980422135,64.003990929338,57.37485019919239,0.6636981185248982,262.00374077543427,262.1532495323616,/n/netscratch/ydu_lab/Lab/mkrasnow/exp1_run_5k_merged/features/anm_ngd_nfe10_step1.0_inception.npz,/n/netscratch/ydu_lab/Lab/mkrasnow/exp1_run_5k_merged/samples/anm/ngd/nfe_10/step_1.0,1,tf32,3e3639c,2026-06-02T14:20:24Z,
anm_ngd_nfe10_step1.5,anm,/n/home03/mkrasnow/research-repo/projects/diff-EqM/results/imagenet1k_80ep_v10_seed0/000-EqM-B-2-Linear-velocity-None-dganm/checkpoints/final.pt,a4850fc123922114,EqM-B/2,imagenet1k,256,ngd,10,1.5,0.003,0.0045000000000000005,0.3,5000,64,seed123_n5056,balanced_c1000_seed123_n5056,randn_seed123_n5056,True,1.0,sd-vae-ft-ema,/n/netscratch/ydu_lab/Lab/mkrasnow/exp1_run_5k_merged/eval_inputs/ref_stats.npz,363.42819742404254,363.9689351065173,366.978425308503,0.42561384667403124,0.0029509499525391444,0.4195900689000848,0.4305274410562315,,,,213.6,23.674,9,9,0,0,0.16287033668550258,64.003990929338,54.299506061439274,0.6614083051844702,262.00374077543427,260.95523681519904,/n/netscratch/ydu_lab/Lab/mkrasnow/exp1_run_5k_merged/features/anm_ngd_nfe10_step1.5_inception.npz,/n/netscratch/ydu_lab/Lab/mkrasnow/exp1_run_5k_merged/samples/anm/ngd/nfe_10/step_1.5,1,tf32,3e3639c,2026-06-02T14:28:35Z,
anm_ngd_nfe10_step2.0,anm,/n/home03/mkrasnow/research-repo/projects/diff-EqM/results/imagenet1k_80ep_v10_seed0/000-EqM-B-2-Linear-velocity-None-dganm/checkpoints/final.pt,a4850fc123922114,EqM-B/2,imagenet1k,256,ngd,10,2.0,0.003,0.006,0.3,5000,64,seed123_n5056,balanced_c1000_seed123_n5056,randn_seed123_n5056,True,1.0,sd-vae-ft-ema,/n/netscratch/ydu_lab/Lab/mkrasnow/exp1_run_5k_merged/eval_inputs/ref_stats.npz,381.019667623118,381.2648046761287,384.9064645145715,0.46042948524260746,0.003387321285860217,0.4531156465986329,0.46596270274372603,,,,213.1,23.728,9,9,0,0,0.12517054674494618,64.003990929338,51.412054769600495,0.6996410440049005,262.00374077543427,257.8711908195592,/n/netscratch/ydu_lab/Lab/mkrasnow/exp1_run_5k_merged/features/anm_ngd_nfe10_step2.0_inception.npz,/n/netscratch/ydu_lab/Lab/mkrasnow/exp1_run_5k_merged/samples/anm/ngd/nfe_10/step_2.0,1,tf32,3e3639c,2026-06-02T14:36:43Z,
anm_ngd_nfe25_step0.5,anm,/n/home03/mkrasnow/research-repo/projects/diff-EqM/results/imagenet1k_80ep_v10_seed0/000-EqM-B-2-Linear-velocity-None-dganm/checkpoints/final.pt,a4850fc123922114,EqM-B/2,imagenet1k,256,ngd,25,0.5,0.003,0.0015,0.3,5000,64,seed123_n5056,balanced_c1000_seed123_n5056,randn_seed123_n5056,True,1.0,sd-vae-ft-ema,/n/netscratch/ydu_lab/Lab/mkrasnow/exp1_run_5k_merged/eval_inputs/ref_stats.npz,360.2183407319141,360.81917448449155,363.7419626745863,0.41928819593863137,0.00279752932420151,0.4135546752477686,0.4240018462689806,,,,269.4,18.767,24,24,0,0,0.17428321174428432,64.003990929338,55.32757894751392,0.661109041578546,262.00374077543427,262.72969174686864,/n/netscratch/ydu_lab/Lab/mkrasnow/exp1_run_5k_merged/features/anm_ngd_nfe25_step0.5_inception.npz,/n/netscratch/ydu_lab/Lab/mkrasnow/exp1_run_5k_merged/samples/anm/ngd/nfe_25/step_0.5,1,tf32,3e3639c,2026-06-02T14:45:47Z,
anm_ngd_nfe25_step1.0,anm,/n/home03/mkrasnow/research-repo/projects/diff-EqM/results/imagenet1k_80ep_v10_seed0/000-EqM-B-2-Linear-velocity-None-dganm/checkpoints/final.pt,a4850fc123922114,EqM-B/2,imagenet1k,256,ngd,25,1.0,0.003,0.003,0.3,5000,64,seed123_n5056,balanced_c1000_seed123_n5056,randn_seed123_n5056,True,1.0,sd-vae-ft-ema,/n/netscratch/ydu_lab/Lab/mkrasnow/exp1_run_5k_merged/eval_inputs/ref_stats.npz,391.32242117708483,391.4064611522625,395.3218207519561,0.48324256110256597,0.0037038520928168654,0.47511450920614634,0.4900176775581592,,,,271.0,18.656,24,24,0,0,0.07536269240238495,64.003990929338,48.05827235421048,0.919606727645754,262.00374077543427,255.2452933275247,/n/netscratch/ydu_lab/Lab/mkrasnow/exp1_run_5k_merged/features/anm_ngd_nfe25_step1.0_inception.npz,/n/netscratch/ydu_lab/Lab/mkrasnow/exp1_run_5k_merged/samples/anm/ngd/nfe_25/step_1.0,1,tf32,3e3639c,2026-06-02T14:54:57Z,
anm_ngd_nfe25_step1.5,anm,/n/home03/mkrasnow/research-repo/projects/diff-EqM/results/imagenet1k_80ep_v10_seed0/000-EqM-B-2-Linear-velocity-None-dganm/checkpoints/final.pt,a4850fc123922114,EqM-B/2,imagenet1k,256,ngd,25,1.5,0.003,0.0045000000000000005,0.3,5000,64,seed123_n5056,balanced_c1000_seed123_n5056,randn_seed123_n5056,True,1.0,sd-vae-ft-ema,/n/netscratch/ydu_lab/Lab/mkrasnow/exp1_run_5k_merged/eval_inputs/ref_stats.npz,323.8046480637375,324.60637478646197,328.77998852582056,0.3791968598718097,0.003780556624700058,0.37303833622705085,0.3862890032685716,,,,271.7,18.607,24,24,0,0,0.019767145567302462,64.003990929338,42.83331847718999,1.8147673930962298,262.00374077543427,242.8886925962907,/n/netscratch/ydu_lab/Lab/mkrasnow/exp1_run_5k_merged/features/anm_ngd_nfe25_step1.5_inception.npz,/n/netscratch/ydu_lab/Lab/mkrasnow/exp1_run_5k_merged/samples/anm/ngd/nfe_25/step_1.5,1,tf32,3e3639c,2026-06-02T15:04:07Z,
anm_ngd_nfe25_step2.0,anm,/n/home03/mkrasnow/research-repo/projects/diff-EqM/results/imagenet1k_80ep_v10_seed0/000-EqM-B-2-Linear-velocity-None-dganm/checkpoints/final.pt,a4850fc123922114,EqM-B/2,imagenet1k,256,ngd,25,2.0,0.003,0.006,0.3,5000,64,seed123_n5056,balanced_c1000_seed123_n5056,randn_seed123_n5056,True,1.0,sd-vae-ft-ema,/n/netscratch/ydu_lab/Lab/mkrasnow/exp1_run_5k_merged/eval_inputs/ref_stats.npz,231.43547155605208,234.13613239020495,237.4740599728708,0.24878244987085865,0.00389319261082691,0.24179632684717262,0.2559655910300571,,,,308.7,16.381,24,24,0,0,0.003354327085148936,64.003990929338,40.316156173054175,3.1612713824097707,262.00374077543427,231.7320897518834,/n/netscratch/ydu_lab/Lab/mkrasnow/exp1_run_5k_merged/features/anm_ngd_nfe25_step2.0_inception.npz,/n/netscratch/ydu_lab/Lab/mkrasnow/exp1_run_5k_merged/samples/anm/ngd/nfe_25/step_2.0,1,tf32,3e3639c,2026-06-02T15:13:50Z,
anm_ngd_nfe50_step0.5,anm,/n/home03/mkrasnow/research-repo/projects/diff-EqM/results/imagenet1k_80ep_v10_seed0/000-EqM-B-2-Linear-velocity-None-dganm/checkpoints/final.pt,a4850fc123922114,EqM-B/2,imagenet1k,256,ngd,50,0.5,0.003,0.0015,0.3,5000,64,seed123_n5056,balanced_c1000_seed123_n5056,randn_seed123_n5056,True,1.0,sd-vae-ft-ema,/n/netscratch/ydu_lab/Lab/mkrasnow/exp1_run_5k_merged/eval_inputs/ref_stats.npz,389.8288786689717,389.8929576198721,393.8794290406185,0.480512799750981,0.0037115807336868564,0.4725402093764056,0.4876179983670186,,,,370.8,13.634,49,49,0,0,0.07203478350418026,64.003990929338,47.8399026280717,0.9639345657633372,262.00374077543427,255.67365457438214,/n/netscratch/ydu_lab/Lab/mkrasnow/exp1_run_5k_merged/features/anm_ngd_nfe50_step0.5_inception.npz,/n/netscratch/ydu_lab/Lab/mkrasnow/exp1_run_5k_merged/samples/anm/ngd/nfe_50/step_0.5,1,tf32,3e3639c,2026-06-02T15:24:40Z,
anm_ngd_nfe50_step1.0,anm,/n/home03/mkrasnow/research-repo/projects/diff-EqM/results/imagenet1k_80ep_v10_seed0/000-EqM-B-2-Linear-velocity-None-dganm/checkpoints/final.pt,a4850fc123922114,EqM-B/2,imagenet1k,256,ngd,50,1.0,0.003,0.003,0.3,5000,64,seed123_n5056,balanced_c1000_seed123_n5056,randn_seed123_n5056,True,1.0,sd-vae-ft-ema,/n/netscratch/ydu_lab/Lab/mkrasnow/exp1_run_5k_merged/eval_inputs/ref_stats.npz,220.24778245146598,223.08835730016648,226.28510359747017,0.23250105513629662,0.0037057369470046867,0.22519986127307945,0.2393644110865628,,,,390.0,12.963,49,49,0,0,0.0031072369104699245,64.003990929338,40.65946978255163,3.5013743897209153,262.00374077543427,234.2303593430338,/n/netscratch/ydu_lab/Lab/mkrasnow/exp1_run_5k_merged/features/anm_ngd_nfe50_step1.0_inception.npz,/n/netscratch/ydu_lab/Lab/mkrasnow/exp1_run_5k_merged/samples/anm/ngd/nfe_50/step_1.0,1,tf32,3e3639c,2026-06-02T15:35:43Z,
anm_ngd_nfe50_step1.5,anm,/n/home03/mkrasnow/research-repo/projects/diff-EqM/results/imagenet1k_80ep_v10_seed0/000-EqM-B-2-Linear-velocity-None-dganm/checkpoints/final.pt,a4850fc123922114,EqM-B/2,imagenet1k,256,ngd,50,1.5,0.003,0.0045000000000000005,0.3,5000,64,seed123_n5056,balanced_c1000_seed123_n5056,randn_seed123_n5056,True,1.0,sd-vae-ft-ema,/n/netscratch/ydu_lab/Lab/mkrasnow/exp1_run_5k_merged/eval_inputs/ref_stats.npz,63.64725899561006,68.36969138960367,71.0363737835423,0.050848032449900965,0.0022903192710781207,0.04679005936943361,0.055879804309502804,,,,428.0,11.812,49,49,0,0,0.0015355715771767661,64.003990929338,45.75572049768665,6.443745818341048,262.00374077543427,157.45414405382132,/n/netscratch/ydu_lab/Lab/mkrasnow/exp1_run_5k_merged/features/anm_ngd_nfe50_step1.5_inception.npz,/n/netscratch/ydu_lab/Lab/mkrasnow/exp1_run_5k_merged/samples/anm/ngd/nfe_50/step_1.5,1,tf32,3e3639c,2026-06-02T15:47:20Z,
anm_ngd_nfe50_step2.0,anm,/n/home03/mkrasnow/research-repo/projects/diff-EqM/results/imagenet1k_80ep_v10_seed0/000-EqM-B-2-Linear-velocity-None-dganm/checkpoints/final.pt,a4850fc123922114,EqM-B/2,imagenet1k,256,ngd,50,2.0,0.003,0.006,0.3,5000,64,seed123_n5056,balanced_c1000_seed123_n5056,randn_seed123_n5056,True,1.0,sd-vae-ft-ema,/n/netscratch/ydu_lab/Lab/mkrasnow/exp1_run_5k_merged/eval_inputs/ref_stats.npz,46.37571832988857,51.358302719818745,53.48647367439885,0.034918938561104215,0.001967132984364015,0.03161238684769431,0.039426945019511925,,,,428.9,11.787,49,49,0,0,0.011082294118052293,64.003990929338,50.026191860814635,7.103511099580536,262.00374077543427,35.68653203811072,/n/netscratch/ydu_lab/Lab/mkrasnow/exp1_run_5k_merged/features/anm_ngd_nfe50_step2.0_inception.npz,/n/netscratch/ydu_lab/Lab/mkrasnow/exp1_run_5k_merged/samples/anm/ngd/nfe_50/step_2.0,1,tf32,3e3639c,2026-06-02T15:58:57Z,
anm_ngd_nfe100_step0.5,anm,/n/home03/mkrasnow/research-repo/projects/diff-EqM/results/imagenet1k_80ep_v10_seed0/000-EqM-B-2-Linear-velocity-None-dganm/checkpoints/final.pt,a4850fc123922114,EqM-B/2,imagenet1k,256,ngd,100,0.5,0.003,0.0015,0.3,5000,64,seed123_n5056,balanced_c1000_seed123_n5056,randn_seed123_n5056,True,1.0,sd-vae-ft-ema,/n/netscratch/ydu_lab/Lab/mkrasnow/exp1_run_5k_merged/eval_inputs/ref_stats.npz,214.82559545978762,217.67469836467325,220.9106004545228,0.22480413099360136,0.0036495982445148155,0.2176818523528193,0.2317075278975624,,,,594.1,8.511,99,99,0,0,0.002992961980119536,64.003990929338,40.82946670432634,3.655704190782153,262.00374077543427,235.26868343051476,/n/netscratch/ydu_lab/Lab/mkrasnow/exp1_run_5k_merged/features/anm_ngd_nfe100_step0.5_inception.npz,/n/netscratch/ydu_lab/Lab/mkrasnow/exp1_run_5k_merged/samples/anm/ngd/nfe_100/step_0.5,1,tf32,3e3639c,2026-06-02T16:13:26Z,
anm_ngd_nfe100_step1.0,anm,/n/home03/mkrasnow/research-repo/projects/diff-EqM/results/imagenet1k_80ep_v10_seed0/000-EqM-B-2-Linear-velocity-None-dganm/checkpoints/final.pt,a4850fc123922114,EqM-B/2,imagenet1k,256,ngd,100,1.0,0.003,0.003,0.3,5000,64,seed123_n5056,balanced_c1000_seed123_n5056,randn_seed123_n5056,True,1.0,sd-vae-ft-ema,/n/netscratch/ydu_lab/Lab/mkrasnow/exp1_run_5k_merged/eval_inputs/ref_stats.npz,45.83289290161582,50.88235838865046,53.0890214185918,0.03425944097884531,0.001960009831986238,0.030763753217181243,0.03852274259028036,,,,654.4,7.726,99,99,0,0,0.013680173374932526,64.003990929338,50.93236017227173,7.464452810705554,262.00374077543427,32.69550310678874,/n/netscratch/ydu_lab/Lab/mkrasnow/exp1_run_5k_merged/features/anm_ngd_nfe100_step1.0_inception.npz,/n/netscratch/ydu_lab/Lab/mkrasnow/exp1_run_5k_merged/samples/anm/ngd/nfe_100/step_1.0,1,tf32,3e3639c,2026-06-02T16:28:52Z,
anm_ngd_nfe100_step1.5,anm,/n/home03/mkrasnow/research-repo/projects/diff-EqM/results/imagenet1k_80ep_v10_seed0/000-EqM-B-2-Linear-velocity-None-dganm/checkpoints/final.pt,a4850fc123922114,EqM-B/2,imagenet1k,256,ngd,100,1.5,0.003,0.0045000000000000005,0.3,5000,64,seed123_n5056,balanced_c1000_seed123_n5056,randn_seed123_n5056,True,1.0,sd-vae-ft-ema,/n/netscratch/ydu_lab/Lab/mkrasnow/exp1_run_5k_merged/eval_inputs/ref_stats.npz,44.33552028572694,49.34825010539363,51.426828920045104,0.03247206939768102,0.0018791368478334877,0.02938253147380392,0.036664181587672214,,,,636.1,7.948,99,99,0,0,0.02088191137032167,64.003990929338,52.70566611274888,7.487311841694155,262.00374077543427,9.280149588856515,/n/netscratch/ydu_lab/Lab/mkrasnow/exp1_run_5k_merged/features/anm_ngd_nfe100_step1.5_inception.npz,/n/netscratch/ydu_lab/Lab/mkrasnow/exp1_run_5k_merged/samples/anm/ngd/nfe_100/step_1.5,1,tf32,3e3639c,2026-06-02T16:43:59Z,
anm_ngd_nfe100_step2.0,anm,/n/home03/mkrasnow/research-repo/projects/diff-EqM/results/imagenet1k_80ep_v10_seed0/000-EqM-B-2-Linear-velocity-None-dganm/checkpoints/final.pt,a4850fc123922114,EqM-B/2,imagenet1k,256,ngd,100,2.0,0.003,0.006,0.3,5000,64,seed123_n5056,balanced_c1000_seed123_n5056,randn_seed123_n5056,True,1.0,sd-vae-ft-ema,/n/netscratch/ydu_lab/Lab/mkrasnow/exp1_run_5k_merged/eval_inputs/ref_stats.npz,44.13951900080701,49.160253845977145,51.228172874263365,0.03215809961055438,0.0018542392611300142,0.029233682889611545,0.03623986997002879,,,,633.7,7.979,99,99,0,0,0.022133341318444362,64.003990929338,53.410387847996965,7.371858454946145,262.00374077543427,6.7831468632138225,/n/netscratch/ydu_lab/Lab/mkrasnow/exp1_run_5k_merged/features/anm_ngd_nfe100_step2.0_inception.npz,/n/netscratch/ydu_lab/Lab/mkrasnow/exp1_run_5k_merged/samples/anm/ngd/nfe_100/step_2.0,1,tf32,3e3639c,2026-06-02T16:59:03Z,
anm_ngd_nfe250_step0.5,anm,/n/home03/mkrasnow/research-repo/projects/diff-EqM/results/imagenet1k_80ep_v10_seed0/000-EqM-B-2-Linear-velocity-None-dganm/checkpoints/final.pt,a4850fc123922114,EqM-B/2,imagenet1k,256,ngd,250,0.5,0.003,0.0015,0.3,5000,64,seed123_n5056,balanced_c1000_seed123_n5056,randn_seed123_n5056,True,1.0,sd-vae-ft-ema,/n/netscratch/ydu_lab/Lab/mkrasnow/exp1_run_5k_merged/eval_inputs/ref_stats.npz,44.504314008992765,49.50778416543693,51.69671832108454,0.03267962143052571,0.0018944585321277645,0.029402575971395627,0.03695072147686431,,,,1237.6,4.085,249,249,0,0,0.02131361498611386,64.003990929338,52.69284562672241,7.74339044538648,262.00374077543427,12.766534126351905,/n/netscratch/ydu_lab/Lab/mkrasnow/exp1_run_5k_merged/features/anm_ngd_nfe250_step0.5_inception.npz,/n/netscratch/ydu_lab/Lab/mkrasnow/exp1_run_5k_merged/samples/anm/ngd/nfe_250/step_0.5,1,tf32,3e3639c,2026-06-02T17:24:07Z,
anm_ngd_nfe250_step1.0,anm,/n/home03/mkrasnow/research-repo/projects/diff-EqM/results/imagenet1k_80ep_v10_seed0/000-EqM-B-2-Linear-velocity-None-dganm/checkpoints/final.pt,a4850fc123922114,EqM-B/2,imagenet1k,256,ngd,250,1.0,0.003,0.003,0.3,5000,64,seed123_n5056,balanced_c1000_seed123_n5056,randn_seed123_n5056,True,1.0,sd-vae-ft-ema,/n/netscratch/ydu_lab/Lab/mkrasnow/exp1_run_5k_merged/eval_inputs/ref_stats.npz,43.66409044077511,48.73216880595539,50.85787586654938,0.03133279115897058,0.0018285260451602785,0.0282207312757639,0.03520186856247589,,,,1256.0,4.025,249,249,0,0,0.029184651274218338,64.003990929338,55.14289089773275,7.813480757962211,262.00374077543427,5.866216423862342,/n/netscratch/ydu_lab/Lab/mkrasnow/exp1_run_5k_merged/features/anm_ngd_nfe250_step1.0_inception.npz,/n/netscratch/ydu_lab/Lab/mkrasnow/exp1_run_5k_merged/samples/anm/ngd/nfe_250/step_1.0,1,tf32,3e3639c,2026-06-02T17:49:34Z,
anm_ngd_nfe250_step1.5,anm,/n/home03/mkrasnow/research-repo/projects/diff-EqM/results/imagenet1k_80ep_v10_seed0/000-EqM-B-2-Linear-velocity-None-dganm/checkpoints/final.pt,a4850fc123922114,EqM-B/2,imagenet1k,256,ngd,250,1.5,0.003,0.0045000000000000005,0.3,5000,64,seed123_n5056,balanced_c1000_seed123_n5056,randn_seed123_n5056,True,1.0,sd-vae-ft-ema,/n/netscratch/ydu_lab/Lab/mkrasnow/exp1_run_5k_merged/eval_inputs/ref_stats.npz,43.70591679817903,48.81212458069377,50.879243034536806,0.03090990705114318,0.0017660856081371694,0.02795009580627833,0.03468154139329218,,,,1240.2,4.077,249,249,0,0,0.0336988515491727,64.003990929338,56.65892330679712,7.9188726301628805,262.00374077543427,5.086939257062689,/n/netscratch/ydu_lab/Lab/mkrasnow/exp1_run_5k_merged/features/anm_ngd_nfe250_step1.5_inception.npz,/n/netscratch/ydu_lab/Lab/mkrasnow/exp1_run_5k_merged/samples/anm/ngd/nfe_250/step_1.5,1,tf32,3e3639c,2026-06-02T18:14:45Z,
anm_ngd_nfe250_step2.0,anm,/n/home03/mkrasnow/research-repo/projects/diff-EqM/results/imagenet1k_80ep_v10_seed0/000-EqM-B-2-Linear-velocity-None-dganm/checkpoints/final.pt,a4850fc123922114,EqM-B/2,imagenet1k,256,ngd,250,2.0,0.003,0.006,0.3,5000,64,seed123_n5056,balanced_c1000_seed123_n5056,randn_seed123_n5056,True,1.0,sd-vae-ft-ema,/n/netscratch/ydu_lab/Lab/mkrasnow/exp1_run_5k_merged/eval_inputs/ref_stats.npz,44.30814059300235,49.393015076533445,51.41009104241573,0.03114603762099786,0.001720341767250988,0.028246773621276134,0.03454859584024127,,,,1240.2,4.077,249,249,0,0,0.036138390689962524,64.003990929338,57.926140073734,8.023355212822867,262.00374077543427,4.830501134306947,/n/netscratch/ydu_lab/Lab/mkrasnow/exp1_run_5k_merged/features/anm_ngd_nfe250_step2.0_inception.npz,/n/netscratch/ydu_lab/Lab/mkrasnow/exp1_run_5k_merged/samples/anm/ngd/nfe_250/step_2.0,1,tf32,3e3639c,2026-06-02T18:39:57Z,
